6239 = number of voxels
9 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...9] (if zero then not included in any ROI)
-30,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-30,-30,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-30,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-30,5,-25,Limbic Lobe,Uncus,Brodmann area 28,9
-30,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-30,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-25,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-25,5,-25,Limbic Lobe,Uncus,Brodmann area 28,9
-25,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-25,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,25,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,30,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-25,35,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-20,-90,-25,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
-20,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
-20,-15,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
-20,-10,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
-20,5,-25,Limbic Lobe,Uncus,Brodmann area 34,9
-20,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,25,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-20,30,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
-20,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
-15,-5,-25,Limbic Lobe,Uncus,Brodmann area 34,9
-15,0,-25,Limbic Lobe,Uncus,Brodmann area 34,9
-15,5,-25,Limbic Lobe,Uncus,Brodmann area 34,9
-15,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-15,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-15,25,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
-15,30,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-15,35,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-15,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-15,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-10,15,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,50,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,15,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,55,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,15,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
5,55,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,15,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
10,50,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
10,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
15,-5,-25,Limbic Lobe,Uncus,Brodmann area 34,9
15,0,-25,Limbic Lobe,Uncus,Brodmann area 34,9
15,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
15,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
15,25,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
15,30,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
15,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
15,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
15,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
20,-90,-25,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
20,-15,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
20,-10,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
20,5,-25,Limbic Lobe,Uncus,Brodmann area 34,9
20,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
20,25,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
20,30,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
20,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47,4
20,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
25,-90,-25,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
25,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
25,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
25,5,-25,Limbic Lobe,Uncus,Brodmann area 28,9
25,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
25,15,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
25,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
25,25,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
25,30,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
25,35,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
30,-40,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
30,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
30,-30,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
30,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
30,5,-25,Limbic Lobe,Uncus,Brodmann area 28,9
30,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
30,20,-25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
35,-40,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
35,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
35,-30,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
35,5,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
35,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
35,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
35,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
40,-55,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
40,-50,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
40,-45,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
40,-40,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
40,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
40,-30,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
40,-20,-25,Temporal Lobe,Sub-Gyral,Brodmann area 20,3
40,-15,-25,Temporal Lobe,Sub-Gyral,Brodmann area 20,3
40,-10,-25,Temporal Lobe,Sub-Gyral,Brodmann area 20,3
40,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
40,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
45,-60,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
45,-55,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
45,-45,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
45,-40,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
45,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
45,-30,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
45,-15,-25,Temporal Lobe,Sub-Gyral,Brodmann area 20,3
45,-10,-25,Temporal Lobe,Sub-Gyral,Brodmann area 20,3
45,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
45,25,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
50,-60,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
50,-55,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
50,-50,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
50,-45,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
50,-40,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
50,-30,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
50,-25,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
50,-5,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
50,5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
50,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
50,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
55,-55,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
55,-50,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
55,-45,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
55,-40,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
55,-35,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
55,-30,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
55,-25,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
55,-10,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
55,-5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
55,5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
55,10,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
60,-35,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
60,-30,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
60,-25,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
60,-10,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
60,-5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
60,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
65,-15,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
65,-10,-25,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-65,-40,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-65,-35,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-65,-30,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-65,-25,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-65,-20,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-65,-15,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 21,3
-65,-10,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 21,3
-60,-55,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-60,-50,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-60,-45,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 20,3
-60,-40,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-60,-35,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-60,-10,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 21,3
-60,-5,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 21,3
-60,0,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-55,-60,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-55,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-55,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-55,-45,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
-55,-40,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
-55,-35,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-55,-30,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-55,-25,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-55,-15,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-55,-10,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-55,-5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-50,-70,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 19,3
-50,-60,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-50,-55,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-50,-50,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20,3
-50,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-50,-40,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
-50,-5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-50,5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21,3
-50,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-50,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-50,20,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-45,-75,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 19,3
-45,-70,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-45,-65,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-45,-60,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-45,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-45,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-45,-45,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 37,3
-45,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-45,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-45,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-45,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-45,20,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-45,25,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-40,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-40,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-40,-70,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-40,-65,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-40,-60,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-40,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-40,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-40,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-40,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-40,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-40,-30,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-40,-25,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-40,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-40,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-40,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-40,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-35,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,1
-35,-85,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,1
-35,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-35,-70,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-35,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-35,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-35,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-35,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-35,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-35,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-35,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-35,5,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,3
-35,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-35,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-35,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-35,40,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,4
-30,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,1
-30,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-30,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-30,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-30,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-30,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-30,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-30,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,3
-30,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-30,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-30,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-30,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-30,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-30,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-30,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-30,35,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,4
-25,-95,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
-25,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,1
-25,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-25,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-25,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-25,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,3
-25,-35,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-25,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,5
-25,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-25,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-25,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-25,30,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,4
-25,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-25,40,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,4
-20,-95,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
-20,-90,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,1
-20,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-20,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,1
-20,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-20,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,5
-20,-20,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
-20,-15,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,5
-20,-10,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-20,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-20,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-20,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-20,40,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
-20,45,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
-15,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 17,1
-15,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
-15,-85,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
-15,-10,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-15,-5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-15,0,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,5
-15,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-15,15,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-15,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-15,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-15,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,4
-15,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-15,40,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-15,45,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,4
-15,50,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
-15,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
-10,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 17,1
-10,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
-10,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-10,15,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,20,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-10,30,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,35,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-10,40,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,4
-10,55,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
-5,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
-5,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-5,15,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,4
-5,20,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-5,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-5,30,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
-5,35,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 11,4
-5,40,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,45,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,50,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
-5,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
-5,60,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
5,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
5,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
5,15,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
5,20,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
5,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
5,30,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,4
5,35,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 11,4
5,40,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
5,45,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
5,50,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,4
5,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
5,60,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,4
10,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,1
